GCA_014378125.1,60,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,Vitreoscilla sp.,
GCA_018241625.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_018241805.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_018242085.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_018971625.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_019351895.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_021777795.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_021779635.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_021837785.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_021845835.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_003135085.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_003152355.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_003153585.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_003156635.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_003156775.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_003161195.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_003166995.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_013287185.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_013289685.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_019351975.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_019351995.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_019352055.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_021778845.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_021780315.1,1978231,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium,
GCA_002105485.1,1978342,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Leifsonia,Leifsonia sp. NCR5,
GCA_903970445.1,1982333,Bacteria,Verrucomicrobia,,,,,Verrucomicrobia bacterium Tous-C9LFEB,
GCA_003113895.1,2005467,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc commune,Nostoc commune NIES-4072
GCA_002246015.1,2014529,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 'Peltigera membranacea cyanobiont' 210A,
GCA_002245975.1,2014530,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 'Peltigera membranacea cyanobiont' 213,
GCA_002245985.1,2014531,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 'Peltigera membranacea cyanobiont' 232,
GCA_903644075.1,2021370,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,,Sphingobacteriaceae bacterium,
GCA_019748335.1,2021379,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,,Xanthobacteraceae bacterium,
GCA_008329605.1,2024612,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sp. P9-64,
GCA_008329525.1,2024614,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Tardiphaga,Tardiphaga sp. P9-11,
GCA_008329535.1,2024615,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sp. P1-18,
GCA_008329595.1,2024616,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. P1-11,
GCA_003133545.1,2024894,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,,Acidimicrobiaceae bacterium,
GCA_003156595.1,2024894,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,,Acidimicrobiaceae bacterium,
GCA_003156795.1,2024894,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,,Acidimicrobiaceae bacterium,
GCA_003160635.1,2024894,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,,Acidimicrobiaceae bacterium,
GCA_003169235.1,2024894,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,,Acidimicrobiaceae bacterium,
GCA_002257565.1,2025949,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum sp. meg3,
GCA_002968015.1,2026176,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia phosphatilytica,
GCA_012689525.1,2026199,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia aromaticivorans,
GCA_005887915.1,2026735,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,
GCA_019237945.1,2026735,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,
GCA_019637375.1,2026735,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,
GCA_013697785.1,2026741,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,Gemmatimonadaceae bacterium,
GCA_017881595.1,2026741,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,Gemmatimonadaceae bacterium,
GCA_003151595.1,2026763,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,Myxococcales bacterium,
GCA_014380045.1,2026763,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,Myxococcales bacterium,
GCA_016794545.1,2026763,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,Myxococcales bacterium,
GCA_013821615.1,2026780,Bacteria,Planctomycetes,,,,,Planctomycetes bacterium,
GCA_021777685.1,2026780,Bacteria,Planctomycetes,,,,,Planctomycetes bacterium,
GCA_017304945.1,2026786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,
GCA_017304995.1,2026786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,
GCA_903642315.1,2026786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,
GCA_903643085.1,2026786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,
GCA_903644035.1,2026786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,
GCA_903970365.1,2026786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,
GCA_903970385.1,2026786,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,
GCA_003132865.1,2026791,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,,,Bryobacterales bacterium,
GCA_003135015.1,2026791,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,,,Bryobacterales bacterium,
GCA_003135055.1,2026791,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,,,Bryobacterales bacterium,
GCA_003164075.1,2026791,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,,,Bryobacterales bacterium,
GCA_003166865.1,2026791,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,,,Bryobacterales bacterium,
GCA_003167495.1,2026791,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,,,Bryobacterales bacterium,
GCA_003169195.1,2026791,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,,,Bryobacterales bacterium,
GCA_903970295.1,2026791,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,,,Bryobacterales bacterium,
GCA_013285765.1,2026799,Bacteria,Verrucomicrobia,,,,,Verrucomicrobia bacterium,
GCA_903970375.1,2026799,Bacteria,Verrucomicrobia,,,,,Verrucomicrobia bacterium,
GCA_903970595.1,2026799,Bacteria,Verrucomicrobia,,,,,Verrucomicrobia bacterium,
GCA_003140095.1,2026801,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,,,Verrucomicrobiales bacterium,
GCA_016649905.1,2026888,Bacteria,Actinobacteria,Thermoleophilia,,,,Thermoleophilia bacterium,
GCA_003286415.2,2027860,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter rubeus,
GCA_903642245.1,2030806,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,
GCA_019239955.1,2033014,Bacteria,Armatimonadetes,,,,,Armatimonadetes bacterium,
GCA_002813575.1,2038116,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc flagelliforme,Nostoc flagelliforme CCNUN1
GCA_003240565.1,2041385,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium tumorigenes,
GCA_013410115.1,2051959,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter lichenicola,
GCA_013410875.1,2051959,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter lichenicola,
GCA_014201315.1,2051959,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter lichenicola,
GCA_014201335.1,2051959,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter lichenicola,
GCA_014201365.1,2051959,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter lichenicola,
GCA_014201375.1,2051959,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter lichenicola,
GCA_003134435.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003134655.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003134895.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003134995.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003135955.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003139375.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003139395.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003139795.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003140075.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003140655.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003152195.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003152605.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003156615.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003156785.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003159365.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003159975.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003161455.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003162895.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003163235.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_903642235.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_903642265.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_903970215.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_903970395.1,2052142,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,Acidobacteriaceae bacterium,
GCA_003136315.1,2052164,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,Gemmataceae bacterium,
GCA_903970495.1,2052166,Bacteria,Candidatus Melainabacteria,,,,,Candidatus Melainabacteria bacterium,
GCA_003153295.1,2052178,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,,,Parachlamydiales bacterium,
GCA_903970285.1,2052182,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Rhodanobacteraceae bacterium,
GCA_003166835.1,2052315,Bacteria,Candidatus Dormibacteraeota,,,,,Candidatus Dormibacteraeota bacterium,
GCA_003134035.1,2052317,Bacteria,Candidatus Eremiobacteraeota,,,,,Candidatus Eremiobacteraeota bacterium,
GCA_003153675.1,2052317,Bacteria,Candidatus Eremiobacteraeota,,,,,Candidatus Eremiobacteraeota bacterium,
GCA_003156715.1,2052317,Bacteria,Candidatus Eremiobacteraeota,,,,,Candidatus Eremiobacteraeota bacterium,
GCA_003158195.1,2052317,Bacteria,Candidatus Eremiobacteraeota,,,,,Candidatus Eremiobacteraeota bacterium,
GCA_003161435.1,2052317,Bacteria,Candidatus Eremiobacteraeota,,,,,Candidatus Eremiobacteraeota bacterium,
GCA_003161555.1,2052317,Bacteria,Candidatus Eremiobacteraeota,,,,,Candidatus Eremiobacteraeota bacterium,
GCA_003164495.1,2052317,Bacteria,Candidatus Eremiobacteraeota,,,,,Candidatus Eremiobacteraeota bacterium,
GCA_014802785.1,2052317,Bacteria,Candidatus Eremiobacteraeota,,,,,Candidatus Eremiobacteraeota bacterium,
GCA_014802795.1,2052317,Bacteria,Candidatus Eremiobacteraeota,,,,,Candidatus Eremiobacteraeota bacterium,
GCA_903970555.1,2052317,Bacteria,Candidatus Eremiobacteraeota,,,,,Candidatus Eremiobacteraeota bacterium,
GCA_002814235.1,2056244,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. QS1027,
GCA_903642295.1,2056642,Bacteria,,,,,,PVC group bacterium,
GCA_903642305.1,2056643,Bacteria,,,,,,Terrabacteria group bacterium,
GCA_002831585.1,2057741,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. SK17,
GCA_002909705.2,2071712,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MWU13-2625,
GCA_002909835.2,2071713,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MWU12-2115,
GCA_002909875.2,2071714,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MWU13-2860,
GCA_003013355.1,2083056,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. S5D5,
GCA_017354375.1,2100131,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,,Nocardiopsaceae bacterium,
GCA_010747425.1,2100146,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. UIC 10630,
GCA_003003795.1,2107698,Bacteria,Cyanobacteria,,Pseudanabaenales,Leptolyngbyaceae,Stenomitos,Stenomitos frigidus,Stenomitos frigidus ULC18
GCA_003852315.1,2126069,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. LBUM920,
GCA_003019815.1,2126319,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PMC12,
GCA_003020125.1,2133946,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. MOS003,
GCA_004343105.1,2135655,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. PP-CC-3A-396,
GCA_004340965.1,2135657,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. PP-CE-1A-559,
GCA_004341085.1,2135658,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. PP-CE-1G-424,
GCA_003688625.1,2135659,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. PP-CE-3A-406,
GCA_004340945.1,2135661,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. PP-F2F-A104-K0414,
GCA_003050935.1,2135670,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,Luteibacter sp. OK325,
GCA_003852455.1,2144188,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. KBW08,
GCA_003852515.1,2153358,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. KBW07,
GCA_003234365.1,2175619,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Curtobacterium,Curtobacterium sp. MCJR17_020,
GCA_009754885.1,2183553,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma telluris,
GCA_013821565.1,2201155,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,,,Pseudonocardiales bacterium,
GCA_003185865.1,2204170,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 3335mG,
GCA_003330725.1,2211140,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidisarcina,Acidisarcina polymorpha,
GCA_013368795.1,2212474,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,,Kofleriaceae bacterium,
GCA_003574315.1,2219043,Bacteria,Armatimonadetes,Armatimonadia,Capsulimonadales,Capsulimonadaceae,Capsulimonas,Capsulimonas corticalis,
GCA_003457605.1,2283635,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Seongchinamella,Seongchinamella sediminis,
GCA_021026375.1,2291215,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,Actinomycetospora endophytica,
GCA_017744955.1,2291710,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Dokdonella sp.,
GCA_003858395.1,2305226,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidipila,Acidipila sp. EB88,
GCA_003581425.1,2306585,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Amnibacterium,Amnibacterium setariae,
GCA_004137085.1,2316527,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Lichenibacteriaceae,Lichenibacterium,Lichenibacterium ramalinae,
GCA_004137685.1,2316528,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Lichenibacteriaceae,Lichenibacterium,Lichenibacterium minor,
GCA_016462545.1,2320850,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium sp.,
GCA_019239975.1,2339230,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,,Streptosporangiaceae bacterium,
GCA_019245115.1,2339230,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,,Streptosporangiaceae bacterium,
GCA_019246795.1,2339230,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,,Streptosporangiaceae bacterium,
GCA_004115155.1,2479048,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella sibirica,
GCA_007827045.1,2480626,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Treboniaceae,Trebonia,Trebonia kvetii,
GCA_003693445.1,2480983,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea sp. MWU14-2217,
GCA_013170825.1,2483403,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. NZP2298,
GCA_013170745.1,2483404,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. NZP2077,
GCA_004364435.1,2485137,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. LP_7_YM,
GCA_004365705.1,2485156,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. 846.5,
GCA_005503285.1,2502201,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. 2SG,
GCA_007000315.1,2506429,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. rho-1.1,
GCA_007000325.1,2506430,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. rho-6.2,
GCA_007000305.1,2506431,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. rho-13.1,
GCA_004522095.1,2508326,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. 503,
GCA_020889745.1,2511166,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium ivorense,
GCA_900696075.2,2511166,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium ivorense,
GCA_900696085.2,2511166,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium ivorense,
GCA_004216825.1,2512122,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. BK036,
GCA_004217035.1,2512166,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp. BK701,
GCA_004216875.1,2512172,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. BK558,
GCA_004354085.1,2547392,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Seongchinamella,Seongchinamella unica,
GCA_004563825.1,2559615,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum sp. 3C11,
GCA_900996235.1,2562669,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. BCC1885,
GCA_900996245.1,2562670,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. BCC1886,
GCA_013179805.1,2563858,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus asticus,Microcoleus asticus IPMA8
GCA_004792085.1,2563902,Bacteria,,,,,,bacterium M00.F.Ca.ET.156.01.1.1,
GCA_004801415.1,2568654,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp. KSM4-11,
GCA_901457705.2,2572036,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,,Beijerinckiaceae bacterium RH AL1,
GCA_901457695.2,2572038,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,,Beijerinckiaceae bacterium RH CH11,
GCA_013393905.1,2576902,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. C052,
GCA_013393925.1,2576903,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. C057,
GCA_005937885.2,2578114,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. KBS0727,
GCA_017882375.1,2586742,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,Solirubrobacteraceae bacterium,
GCA_017882405.1,2586742,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,Solirubrobacteraceae bacterium,
GCA_017882465.1,2586742,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,Solirubrobacteraceae bacterium,
GCA_013408245.1,2587052,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp. 1224,
GCA_012275445.1,2587140,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rhizobacter,Rhizobacter sp. SG703,
GCA_006441315.1,2589930,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. B2-4-19,
